,,,,present,present,present,present,past,past,past,past,past,past,past,past,past,future,future,future,future,future,future,future,future,future,future,imp,imp,imp,imp,infinitive,,,,
חזר,pa'al,"return, repeat",על repeat ,חוזר,חוזרת,חוזרים,חוזרות,חזרתי,חזרנו,חזרת,חזרת,חזרתם,חזרתן,חזר,חזרה,חזרו,אחזור,נחזור,תחזור,תחזרי,תחזרו,תחזורנה,יחזור,תחזור,יחזרו,תחזורנה,חזור,חזרי,חזרו,חזורנה,לחזור,-1-2-1008-,"14,15,16,19,20,21,23,24,27",OK,Duolingo
זכר,pa'al,remember,,זוכר,זוכרת,זוכרים,זוכרות,זכרתי,זכרנו,זכרת,זכרת,זכרתם,זכרתן,זכר,זכרה,זכרו,אזכור,נזכור,תזכור,תזכרי,תזכרו,תזכורנה,יזכור,תזכור,יזכרו,תזכורנה,זכור,זכרי,זכרו,זכורנה,לזכור,-1-2-1008-,"14,15,16,19,20,21,23,24,27",OK,Duolingo
רוץ,pa'al,run,,רץ,רצה,רצים,רצות,רצתי,רצנו,רצת,רצת,רצתם,רצתן,רץ,רצה,רצו,ארוץ,נרוץ,תרוץ,תרוצי,תרוצו,תרוצנה,ירוץ,תרוץ,ירוצו,תרוצנה,רוץ,רוצי,רוצו,רוצנה,לרוץ,-1-2-101-,"1,2,3,4,5,6,7,8,9,10,11,12,13,28",OK,Duolingo
כלל,pa'al,include,,כולל,כוללת,כוללים,כוללות,כללתי,כללנו,כללת,כללת,כללתם,כללתן,כלל,כללה,כללו,אכלול,נכלול,תכלול,תכללי,תכללו,תכלולנה,יכלול,תכלול,יכללו,תכלולנה,כלול,כללי,כללו,כלולנה,לכלול,-1-2-1008-,"14,15,16,19,20,21,23,24,27",OK,Duolingo
נוח,pa'al,rest,,נח,נחה,נחים,נחות,נחתי,נחנו,נחת,נחת,נחתם,נחתן,נח,נחה,נחו,אנוח,ננוח,תנוח,תנוחי,תנוחו,תנחנה,ינוח,תנוח,ינוחו,תנחנה,נוח,נוחי,נוחו,נחנה,לנוח,-1-2-101-1014-,"1,2,3,4,5,6,7,8,9,10,11,12,13,19,23,27,28",OK,Duolingo
שיר,pa'al,sing,,שר,שרה,שרים,שרות,שרתי,שרנו,שרת,שרת,שרתם,שרתן,שר,שרה,שרו,אשיר,נשיר,תשיר,תשירי,תשירו,תשרנה,ישיר,תשיר,ישירו,תשרנה,שיר,שירי,שירו,שרנה,לשיר,-1-2-103-,"1,2,3,4,5,6,7,8,9,10,11,12,13,19,23,27,28",OK,Duolingo
רקד,pa'al,dance,,רוקד,רוקדת,רוקדים,רוקדות,רקדתי,רקדנו,רקדת,רקדת,רקדתם,רקדתן,רקד,רקדה,רקדו,ארקוד,נרקוד,תרקוד,תרקדי,תרקדו,תרקודנה,ירקוד,תרקוד,ירקדו,תרקודנה,רקוד,רקדי,רקדו,רקודנה,לרקוד,-1-2-1008-,"14,15,16,19,20,21,23,24,27",OK,Duolingo
עזר,pa'al,help,ל,עוזר,עוזרת,עוזרים,עוזרות,עזרתי,עזרנו,עזרת,עזרת,עזרתם,עזרתן,עזר,עזרה,עזרו,אעזור,נעזור,תעזור,תעזרי,תעזרו,תעזורנה,יעזור,תעזור,יעזרו,תעזורנה,עזור,עזרי,עזרו,עזורנה,לעזור,-1-2-1008-,"14,15,16,19,20,21,23,24,27",OK,Duolingo
שנא,pa'al,hate,,שונא,שונאת,שונאים,שונאות,שנאתי,שנאנו,שנאת,שנאת,שנאתם,שנאתן,שנא,שנאה,שנאו,אשנא,נשנא,תשנא,תשנאי,תשנאו,תשנאנה,ישנא,תשנא,ישנאו,תשנאנה,שנא,שנאי,שנאו,שנאנה,לשנוא,-1-2-,,OK,Duolingo
עזב,pa'al,leave,,עוזב,עוזבת,עוזבים,עוזבות,עזבתי,עזבנו,עזבת,עזבת,עזבתם,עזבתן,עזב,עזבה,עזבו,אעזוב,נעזוב,תעזוב,תעזבי,תעזבו,תעזובנה,יעזוב,תעזוב,יעזבו,תעזובנה,עזוב,עזבי,עזבו,עזובנה,לעזוב,-1-2-1008-,"14,15,16,19,20,21,23,24,27",OK,Duolingo
שקל,pa'al,consider,,שוקל,שוקלת,שוקלים,שוקלות,שקלתי,שקלנו,שקלת,שקלת,שקלתם,שקלתן,שקל,שקלה,שקלו,אשקול,נשקול,תשקול,תשקלי,תשקלו,תשקולנה,ישקול,תשקול,ישקלו,תשקולנה,שקול,שקלי,שקלו,שקולנה,לשקול,-1-2-1008-,"14,15,16,19,20,21,23,24,27",OK,Duolingo
חתם,pa'al,sign,,חותם,חותמת,חותמים,חותמות,חתמתי,חתמנו,חתמת,חתמת,חתמתם,חתמתן,חתם,חתמה,חתמו,אחתום,נחתום,תחתום,תחתמי,תחתמו,תחתומנה,יחתום,תחתום,יחתמו,תחתומנה,חתום,חתמי,חתמו,חתומנה,לחתום,-1-2-1008-,"14,15,16,19,20,21,23,24,27",OK,Duolingo
עמד,pa'al,stand,,עומד,עומדת,עומדים,עומדות,עמדתי,עמדנו,עמדת,עמדת,עמדתם,עמדתן,עמד,עמדה,עמדו,אעמוד,נעמוד,תעמוד,תעמדי,תעמדו,תעמודנה,יעמוד,תעמוד,יעמדו,תעמודנה,עמוד,עמדי,עמדו,עמודנה,לעמוד,-1-2-1008-,"14,15,16,19,20,21,23,24,27",OK,Duolingo
ישב,pa'al,sit,,יושב,יושבת,יושבים,יושבות,ישבתי,ישבנו,ישבת,ישבת,ישבתם,ישבתן,ישב,ישבה,ישבו,אשב,נשב,תשב,תשבי,תשבו,תשבנה,ישב,תשב,ישבו,תשבנה,שב,שבי,שבו,שבנה,לשבת,-1-2-1000-,"14,15,16,17,18,19,20,21,22,23,24,25,26,27,28",OK,Duolingo
שכח,pa'al,forget,,שוכח,שוכחת,שוכחים,שוכחות,שכחתי,שכחנו,שכחת,שכחת,שכחתם,שכחתן,שכח,שכחה,שכחו,אשכח,נשכח,תשכח,תשכחי,תשכחו,תשכחנה,ישכח,תשכח,ישכחו,תשכחנה,שכח,שכחי,שכחו,שכחנה,לשכוח,-1-2-,,OK,Duolingo
חתך,pa'al,cut,את,חותך,חותכת,חותכים,חותכות,חתכתי,חתכנו,חתכת,חתכת,חתכתם,חתכתן,חתך,חתכה,חתכו,אחתוך,נחתוך,תחתוך,תחתכי,תחתכו,תחתוכנה,יחתוך,תחתוך,יחתכו,תחתוכנה,חתוך,חתכי,חתכו,חתוכנה,לחתוך,-1-2-1008-,"14,15,16,19,20,21,23,24,27",OK,Duolingo
יצר,pa'al,create,,יוצר,יוצרת,יוצרים,יוצרות,יצרתי,יצרנו,יצרת,יצרת,יצרתם,יצרתן,יצר,יצרה,יצרו,אצור,ניצור,תיצור,תיצרי,תיצרו,תיצורנה,ייצור,תיצור,ייצרו,תיצורנה,צור,צרי,צרו,צורנה,ליצור,-1-2-1001-1008-,"14,15,16,17,18,19,20,21,22,23,24,25,26,27",OK,Duolingo
גדל,pa'al,grow,,גדל,גדלה,גדלים,גדלות,גדלתי,גדלנו,גדלת,גדלת,גדלתם,גדלתן,גדל,גדלה,גדלו,אגדל,נגדל,תגדל,תגדלי,תגדלו,תגדלנה,יגדל,תגדל,יגדלו,תגדלנה,גדל,גדלי,גדלו,גדלנה,לגדול,-1-2-1009-,"1,2,3,4",OK,Duolingo
בהה,pa'al,stare,ב,בוהה,בוהה,בוהים,בוהות,בהיתי,בהינו,בהית,בהית,בהיתם,בהיתן,בהה,בהתה,בהו,אבהה,נבהה,תבהה,תבהי,תבהו,תבהינה,יבהה,תבהה,יבהו,תבהינה,בהה,בהי,בהו,בהינה,לבהות,-1-2-100-,"2,3,4,5,6,7,8,9,10,12,13,17,18,19,22,23,25,26,27,28",OK,Duolingo
בדק,pa'al,check,,בודק,בודקת,בודקים,בודקות,בדקתי,בדקנו,בדקת,בדקת,בדקתם,בדקתן,בדק,בדקה,בדקו,אבדוק,נבדוק,תבדוק,תבדקי,תבדקו,תבדוקנה,יבדוק,תבדוק,יבדקו,תבדוקנה,בדוק,בדקי,בדקו,בדוקנה,לבדוק,-1-2-1008-,"14,15,16,19,20,21,23,24,27",OK,Duolingo
שלח,pa'al,send,,שולח,שולחת,שולחים,שולחות,שלחתי,שלחנו,שלחת,שלחת,שלחתם,שלחתן,שלח,שלחה,שלחו,אשלח,נשלח,תשלח,תשלחי,תשלחו,תשלחנה,ישלח,תשלח,ישלחו,תשלחנה,שלח,שלחי,שלחו,שלחנה,לשלוח,-1-2-,,OK,Duolingo
שכר,pa'al,rent,,שוכר,שוכרת,שוכרים,שוכרות,שכרתי,שכרנו,שכרת,שכרת,שכרתם,שכרתן,שכר,שכרה,שכרו,אשכור,נשכור,תשכור,תשכרי,תשכרו,תשכורנה,ישכור,תשכור,ישכרו,תשכורנה,שכור,שכרי,שכרו,שכורנה,לשכור,-1-2-1008-,"14,15,16,19,20,21,23,24,27",OK,Duolingo
יצא,pa'al,go out,,יוצא,יוצאת,יוצאים,יוצאות,יצאתי,יצאנו,יצאת,יצאת,יצאתם,יצאתן,יצא,יצאה,יצאו,אצא,נצא,תצא,תצאי,תצאו,תצאנה,יצא,תצא,יצאו,תצאנה,צא,צאי,צאו,צאנה,לצאת,-1-2-1000-,"14,15,16,17,18,19,20,21,22,23,24,25,26,27,28",OK,Duolingo
צפה,pa'al,watch,ב,צופה,צופה,צופים,צופות,צפיתי,צפינו,צפית,צפית,צפיתם,צפיתן,צפה,צפתה,צפו,אצפה,נצפה,תצפה,תצפי,תצפו,תצפינה,יצפה,תצפה,יצפו,תצפינה,צפה,צפי,צפו,צפינה,לצפות,-1-2-100-,"2,3,4,5,6,7,8,9,10,12,13,17,18,19,22,23,25,26,27,28",OK,Duolingo
נכר,hiph'il,know,,מכיר,מכירה,מכירים,מכירות,הכרתי,הכרנו,הכרת,הכרת,הכרתם,הכרתן,הכיר,הכירה,הכירו,אכיר,נכיר,תכיר,תכירי,תכירו,תכרנה,יכיר,תכיר,יכירו,תכרנה,הכר,הכירי,הכירו,הכרנה,להכיר,-1-4-1011-,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28",OK,Duolingo
הפך,pa'al,become,ל,הופך,הופכת,הופכים,הופכות,הפכתי,הפכנו,הפכת,הפכת,הפכתם,הפכתן,הפך,הפכה,הפכו,אהפוך,נהפוך,תהפוך,תהפכי,תהפכו,תהפוכנה,יהפוך,תהפוך,יהפכו,תהפוכנה,הפוך,הפכי,הפכו,הפוכנה,להפוך,-1-2-1008-,"14,15,16,19,20,21,23,24,27",OK,Duolingo
שבר,pa'al,break,את,שובר,שוברת,שוברים,שוברות,שברתי,שברנו,שברת,שברת,שברתם,שברתן,שבר,שברה,שברו,אשבור,נשבור,תשבור,תשברי,תשברו,תשבורנה,ישבור,תשבור,ישברו,תשבורנה,שבור,שברי,שברו,שבורנה,לשבור,-1-2-1008-,"14,15,16,19,20,21,23,24,27",OK,Duolingo
גנב,pa'al,steal,,גונב,גונבת,גונבים,גונבות,גנבתי,גנבנו,גנבת,גנבת,גנבתם,גנבתן,גנב,גנבה,גנבו,אגנוב,נגנוב,תגנוב,תגנבי,תגנבו,תגנובנה,יגנוב,תגנוב,יגנבו,תגנובנה,גנוב,גנבי,גנבו,גנובנה,לגנוב,-1-2-1008-,"14,15,16,19,20,21,23,24,27",OK,Duolingo
ברח,pa'al,run away,,בורח,בורחת,בורחים,בורחות,ברחתי,ברחנו,ברחת,ברחת,ברחתם,ברחתן,ברח,ברחה,ברחו,אברח,נברח,תברח,תברחי,תברחו,תברחנה,יברח,תברח,יברחו,תברחנה,ברח,ברחי,ברחו,ברחנה,לברוח,-1-2-,,OK,Duolingo
בקש,pi'el,ask for,מ (of) את (for),מבקש,מבקשת,מבקשים,מבקשות,ביקשתי,ביקשנו,ביקשת,ביקשת,ביקשתם,ביקשתן,ביקש,ביקשה,ביקשו,אבקש,נבקש,תבקש,תבקשי,תבקשו,תבקשנה,יבקש,תבקש,יבקשו,תבקשנה,בקש,בקשי,בקשו,בקשנה,לבקש,-1-3-,,OK,Duolingo
שלם,pi'el,pay,"to ל, for על",משלם,משלמת,משלמים,משלמות,שילמתי,שילמנו,שילמת,שילמת,שילמתם,שילמתן,שילם,שילמה,שילמו,אשלם,נשלם,תשלם,תשלמי,תשלמו,תשלמנה,ישלם,תשלם,ישלמו,תשלמנה,שלם,שלמי,שלמו,שלמנה,לשלם,-1-3-,,OK,Duolingo
פספס,pi'el,miss,,מפספס,מפספסת,מפספסים,מפספסות,פיספסתי,פיספסנו,פיספסת,פיספסת,פיספסתם,פיספסתן,פיספס,פיספסה,פיספסו,אפספס,נפספס,תפספס,תפספסי,תפספסו,תפספסנה,יפספס,תפספס,יפספסו,תפספסנה,פספס,פספסי,פספסו,פספסנה,לפספס,-1-3-,,OK,Duolingo
שחק,pi'el,"act, play",,משחק,משחקת,משחקים,משחקות,שיחקתי,שיחקנו,שיחקת,שיחקת,שיחקתם,שיחקתן,שיחק,שיחקה,שיחקו,אשחק,נשחק,תשחק,תשחקי,תשחקו,תשחקנה,ישחק,תשחק,ישחקו,תשחקנה,שחק,שחקי,שחקו,שחקנה,לשחק,-1-3-,,OK,Duolingo
ספר,pi'el,tell (story),"ל (someone), את (something)",מספר,מספרת,מספרים,מספרות,סיפרתי,סיפרנו,סיפרת,סיפרת,סיפרתם,סיפרתן,סיפר,סיפרה,סיפרו,אספר,נספר,תספר,תספרי,תספרו,תספרנה,יספר,תספר,יספרו,תספרנה,ספר,ספרי,ספרו,ספרנה,לספר,-1-3-,,OK,Duolingo
עצב,pi'el,design,ל,מעצב,מעצבת,מעצבים,מעצבות,עיצבתי,עיצבנו,עיצבת,עיצבת,עיצבתם,עיצבתן,עיצב,עיצבה,עיצבו,אעצב,נעצב,תעצב,תעצבי,תעצבו,תעצבנה,יעצב,תעצב,יעצבו,תעצבנה,עצב,עצבי,עצבו,עצבנה,לעצב,-1-3-,,OK,Duolingo
שנה,pi'el,change,,משנה,משנה,משנים,משנות,שיניתי,שינינו,שינית,שינית,שיניתם,שיניתן,שינה,שינתה,שינו,אשנה,נשנה,תשנה,תשני,תשנו,תשנינה,ישנה,תשנה,ישנו,תשנינה,שנה,שני,שנו,שנינה,לשנות,-1-3-100-108-,"2,3,4,5,6,7,8,9,10,12,13,17,18,19,22,23,25,26,27,28",OK,Duolingo
נסה,pi'el,try,,מנסה,מנסה,מנסים,מנסות,ניסיתי,ניסינו,ניסית,ניסית,ניסיתם,ניסיתן,ניסה,ניסתה,ניסו,אנסה,ננסה,תנסה,תנסי,תנסו,תנסינה,ינסה,תנסה,ינסו,תנסינה,נסה,נסי,נסו,נסינה,לנסות,-1-3-100-108-,"2,3,4,5,6,7,8,9,10,12,13,17,18,19,22,23,25,26,27,28",OK,Duolingo
קוה,pi'el,hope,ל (for),מקווה,מקווה,מקווים,מקוות,קיוויתי,קיווינו,קיווית,קיווית,קיוויתם,קיוויתן,קיווה,קיוותה,קיוו,אקווה,נקווה,תקווה,תקווי,תקוו,תקווינה,יקווה,תקווה,יקוו,תקווינה,קווה,קווי,קוו,קווינה,לקוות,-1-3-100-108-109-,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28",OK,Duolingo
חפש,pi'el,search,את,מחפש,מחפשת,מחפשים,מחפשות,חיפשתי,חיפשנו,חיפשת,חיפשת,חיפשתם,חיפשתן,חיפש,חיפשה,חיפשו,אחפש,נחפש,תחפש,תחפשי,תחפשו,תחפשנה,יחפש,תחפש,יחפשו,תחפשנה,חפש,חפשי,חפשו,חפשנה,לחפש,-1-3-,,OK,Duolingo
גדל,pi'el,grow,,מגדל,מגדלת,מגדלים,מגדלות,גידלתי,גידלנו,גידלת,גידלת,גידלתם,גידלתן,גידל,גידלה,גידלו,אגדל,נגדל,תגדל,תגדלי,תגדלו,תגדלנה,יגדל,תגדל,יגדלו,תגדלנה,גדל,גדלי,גדלו,גדלנה,לגדל,-1-3-,,OK,Duolingo
סמן,pi'el,"ב mark, ל signal","ב mark, ל signal",מסמן,מסמנת,מסמנים,מסמנות,סימנתי,סימנו,סימנת,סימנת,סימנתם,סימנתן,סימן,סימנה,סימנו,אסמן,נסמן,תסמן,תסמני,תסמנו,תסמנה,יסמן,תסמן,יסמנו,תסמנה,סמן,סמני,סמנו,סמנה,לסמן,-1-3-105-,"6,19,23,27",OK,Duolingo
אחל,pi'el,wish,,מאחל,מאחלת,מאחלים,מאחלות,איחלתי,איחלנו,איחלת,איחלת,איחלתם,איחלתן,איחל,איחלה,איחלו,אאחל,נאחל,תאחל,תאחלי,תאחלו,תאחלנה,יאחל,תאחל,יאחלו,תאחלנה,אחל,אחלי,אחלו,אחלנה,לאחל,-1-3-,,OK,Duolingo
ערבב,pi'el,mix,את,מערבב,מערבבת,מערבבים,מערבבות,עירבבתי,עירבבנו,עירבבת,עירבבת,עירבבתם,עירבבתן,עירבב,עירבבה,עירבבו,אערבב,נערבב,תערבב,תערבבי,תערבבו,תערבבנה,יערבב,תערבב,יערבבו,תערבבנה,ערבב,ערבבי,ערבבו,ערבבנה,לערבב,-1-3-,,OK,Duolingo
כבד,pi'el,respect,,מכבד,מכבדת,מכבדים,מכבדות,כיבדתי,כיבדנו,כיבדת,כיבדת,כיבדתם,כיבדתן,כיבד,כיבדה,כיבדו,אכבד,נכבד,תכבד,תכבדי,תכבדו,תכבדנה,יכבד,תכבד,יכבדו,תכבדנה,כבד,כבדי,כבדו,כבדנה,לכבד,-1-3-,,OK,Duolingo
סדר,pi'el,organize,,מסדר,מסדרת,מסדרים,מסדרות,סידרתי,סידרנו,סידרת,סידרת,סידרתם,סידרתן,סידר,סידרה,סידרו,אסדר,נסדר,תסדר,תסדרי,תסדרו,תסדרנה,יסדר,תסדר,יסדרו,תסדרנה,סדר,סדרי,סדרו,סדרנה,לסדר,-1-3-,,OK,Duolingo
יבש,pi'el,dry,,מייבש,מייבשת,מייבשים,מייבשות,ייבשתי,ייבשנו,ייבשת,ייבשת,ייבשתם,ייבשתן,ייבש,ייבשה,ייבשו,אייבש,נייבש,תייבש,תייבשי,תייבשו,תייבשנה,ייבש,תייבש,ייבשו,תייבשנה,יבש,יבשי,יבשו,יבשנה,לייבש,-1-3-107-,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,21,23,28",OK,Duolingo
יבא,pi'el,import,,מייבא,מייבאת,מייבאים,מייבאות,ייבאתי,ייבאנו,ייבאת,ייבאת,ייבאתם,ייבאתן,ייבא,ייבאה,ייבאו,אייבא,נייבא,תייבא,תייבאי,תייבאו,תייבאנה,ייבא,תייבא,ייבאו,תייבאנה,יבא,יבאי,יבאו,יבאנה,לייבא,-1-3-107-,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,21,23,28",OK,Duolingo
חמם,pi'el,heat,,מחמם,מחממת,מחממים,מחממות,חיממתי,חיממנו,חיממת,חיממת,חיממתם,חיממתן,חימם,חיממה,חיממו,אחמם,נחמם,תחמם,תחממי,תחממו,תחממנה,יחמם,תחמם,יחממו,תחממנה,חמם,חממי,חממו,חממנה,לחמם,-1-3-,,OK,Duolingo
מלא,pi'el,fill,"את (something), ב (with)",ממלא,ממלאת,ממלאים,ממלאות,מילאתי,מילאנו,מילאת,מילאת,מילאתם,מילאתן,מילא,מילאה,מילאו,אמלא,נמלא,תמלא,תמלאי,תמלאו,תמלאנה,ימלא,תמלא,ימלאו,תמלאנה,מלא,מלאי,מלאו,מלאנה,למלא,-1-3-,,OK,Duolingo
בזבז,pi'el,waste,,מבזבז,מבזבזת,מבזבזים,מבזבזות,ביזבזתי,ביזבזנו,ביזבזת,ביזבזת,ביזבזתם,ביזבזתן,ביזבז,ביזבזה,ביזבזו,אבזבז,נבזבז,תבזבז,תבזבזי,תבזבזו,תבזבזנה,יבזבז,תבזבז,יבזבזו,תבזבזנה,בזבז,בזבזי,בזבזו,בזבזנה,לבזבז,-1-3-,,OK,Duolingo
בקר,pi'el,visit ב criticize את,visit place ב criticize or cisit person את,מבקר,מבקרת,מבקרים,מבקרות,ביקרתי,ביקרנו,ביקרת,ביקרת,ביקרתם,ביקרתן,ביקר,ביקרה,ביקרו,אבקר,נבקר,תבקר,תבקרי,תבקרו,תבקרנה,יבקר,תבקר,יבקרו,תבקרנה,בקר,בקרי,בקרו,בקרנה,לבקר,-1-3-,,OK,Duolingo
קבל,pi'el,receive,,מקבל,מקבלת,מקבלים,מקבלות,קיבלתי,קיבלנו,קיבלת,קיבלת,קיבלתם,קיבלתן,קיבל,קיבלה,קיבלו,אקבל,נקבל,תקבל,תקבלי,תקבלו,תקבלנה,יקבל,תקבל,יקבלו,תקבלנה,קבל,קבלי,קבלו,קבלנה,לקבל,-1-3-,,OK,Duolingo
רחם,pi'el,pity,על repeat ,מרחם,מרחמת,מרחמים,מרחמות,ריחמתי,ריחמנו,ריחמת,ריחמת,ריחמתם,ריחמתן,ריחם,ריחמה,ריחמו,ארחם,נרחם,תרחם,תרחמי,תרחמו,תרחמנה,ירחם,תרחם,ירחמו,תרחמנה,רחם,רחמי,רחמו,רחמנה,לרחם,-1-3-,,OK,Duolingo
קנא,pi'el,feel jealous,"ב mark, ל signal",מקנא,מקנאת,מקנאים,מקנאות,קינאתי,קינאנו,קינאת,קינאת,קינאתם,קינאתן,קינא,קינאה,קינאו,אקנא,נקנא,תקנא,תקנאי,תקנאו,תקנאנה,יקנא,תקנא,יקנאו,תקנאנה,קנא,קנאי,קנאו,קנאנה,לקנא,-1-3-,,OK,Duolingo
טפס,pi'el,climb,על,מטפס,מטפסת,מטפסים,מטפסות,טיפסתי,טיפסנו,טיפסת,טיפסת,טיפסתם,טיפסתן,טיפס,טיפסה,טיפסו,אטפס,נטפס,תטפס,תטפסי,תטפסו,תטפסנה,יטפס,תטפס,יטפסו,תטפסנה,טפס,טפסי,טפסו,טפסנה,לטפס,-1-3-,,OK,Duolingo
נצח,pi'el,win,,מנצח,מנצחת,מנצחים,מנצחות,ניצחתי,ניצחנו,ניצחת,ניצחת,ניצחתם,ניצחתן,ניצח,ניצחה,ניצחו,אנצח,ננצח,תנצח,תנצחי,תנצחו,תנצחנה,ינצח,תנצח,ינצחו,תנצחנה,נצח,נצחי,נצחו,נצחנה,לנצח,-1-3-,,OK,Duolingo
אמן,pi'el,train,,מאמן,מאמנת,מאמנים,מאמנות,אימנתי,אימנו,אימנת,אימנת,אימנתם,אימנתן,אימן,אימנה,אימנו,אאמן,נאמן,תאמן,תאמני,תאמנו,תאמנה,יאמן,תאמן,יאמנו,תאמנה,אמן,אמני,אמנו,אמנה,לאמן,-1-3-105-,"6,19,23,27",OK,Duolingo
שקר,pi'el,lie,ל,משקר,משקרת,משקרים,משקרות,שיקרתי,שיקרנו,שיקרת,שיקרת,שיקרתם,שיקרתן,שיקר,שיקרה,שיקרו,אשקר,נשקר,תשקר,תשקרי,תשקרו,תשקרנה,ישקר,תשקר,ישקרו,תשקרנה,שקר,שקרי,שקרו,שקרנה,לשקר,-1-3-,,OK,Duolingo
אחר,pi'el,late,,מאחר,מאחרת,מאחרים,מאחרות,איחרתי,איחרנו,איחרת,איחרת,איחרתם,איחרתן,איחר,איחרה,איחרו,אאחר,נאחר,תאחר,תאחרי,תאחרו,תאחרנה,יאחר,תאחר,יאחרו,תאחרנה,אחר,אחרי,אחרו,אחרנה,לאחר,-1-3-,,OK,Duolingo
